book,chapter,verse,orderby,masoretic,retroverted,lxx
Jer,51,25,20485,הר,,το ορος [28.25]
Jer,51,25,20486,המשחית,המשחת,το διεφθαρμενον [28.25]
Jer,51,25,20487,נאם,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [28.25]
Jer,51,25,20488,יהוה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [28.25]
Jer,51,25,20489,המשחית,,το διαφθειρον [28.25]
Jer,51,25,20490,את כל,,πασαν [28.25]
Jer,51,25,20491,הארץ,,την γην [28.25]
Jer,51,25,20492,ונטיתי,,και εκτενω [28.25]
Jer,51,25,20493,את ידי,,την χειρα μου [28.25]
Jer,51,25,20494,עליך,,επι σε [28.25]
Jer,51,25,20495,וגלגלתיך,,και κατακυλιω σε [28.25]
Jer,51,25,20496,מן,,απο [28.25]
Jer,51,25,20497,הסלעים,,των πετρων [28.25]
Jer,51,25,20498,ונתתיך,,και δωσω σε [28.25]
Jer,51,25,20499,להר,,ως ορος [28.25]
Jer,51,25,20500,שרפה •^[Difference in vocalization (reading).],,εμπεπυρισμενον [28.25]
Jer,51,26,20501,ולא,,και ου μη [28.26]
Jer,51,26,20502,יקחו,,λαβωσιν [28.26]
Jer,51,26,20503,ממך,,απο σου [28.26]
Jer,51,26,20504,אבן,,λιθον [28.26]
Jer,51,26,20505,לפנה,,εις γωνιαν [28.26]
Jer,51,26,20506,ואבן,,και λιθον [28.26]
Jer,51,26,20507,למוסדות,,εις θεμελιον [28.26]
Jer,51,26,20508,כי,,οτι [28.26]
Jer,51,26,20509,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,εις [28.26]
Jer,51,26,20510,שממות,,•^[Preposition added in the LXX in accordance with the rules of the Greek language or translational habits.] εις αφανισμον [28.26]
Jer,51,26,20511,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,εις [28.26]
Jer,51,26,20512,עולם,,•^[Preposition added in the LXX in accordance with the rules of the Greek language or translational habits.] εις τον αιωνα [28.26]
Jer,51,26,20513,תהיה,,εση [28.26]
Jer,51,26,20514,נאם,,λεγει [28.26]
Jer,51,26,20515,יהוה,,κυριος [28.26]
Jer,51,27,20516,שאו,,αρατε [28.27]
Jer,51,27,20517,נס,,σημειον [28.27]
Jer,51,27,20518,בארץ,,επι της γης [28.27]
Jer,51,27,20519,תקעו,,σαλπισατε [28.27]
Jer,51,27,20520,שופר,בגוים,εν εθνεσιν [28.27]
Jer,51,27,20521,בגוים,שופר,σαλπιγγι [28.27]
Jer,51,27,20522,קדשו,,αγιασατε [28.27]
Jer,51,27,20523,עליה,,επ' αυτην [28.27]
Jer,51,27,20524,גוים,,εθνη [28.27]
Jer,51,27,20525,השמיעו,,παραγγειλατε [28.27]
Jer,51,27,20526,עליה,,επ' αυτην [28.27]
Jer,51,27,20527,ממלכות,,βασιλειαις [28.27]
Jer,51,27,20528,אררט,,αραρατ [28.27]
Jer,51,27,20529,מני •^[Etymological exegesis.] מן,,παρ' εμου [28.27]
Jer,51,27,20530,ואשכנז,,και τοις ασχαναζαιοις [28.27]
Jer,51,27,20531,פקדו,,επιστησατε [28.27]
Jer,51,27,20532,עליה,,επ' αυτην [28.27]
Jer,51,27,20533,טפסר,,βελοστασεις [28.27]
Jer,51,27,20534,העלו,,αναβιβασατε [28.27]
Jer,51,27,20535,•^[Element 'added' in the Greek (plus in the LXX).],,επ' αυτην [28.27]
Jer,51,27,20536,סוס,,ιππον [28.27]
Jer,51,27,20537,כילק,,ως ακριδων [28.27]
Jer,51,27,20538,סמר,,πληθος [28.27]
Jer,51,28,20539,קדשו,,αγιασατε [28.28]
Jer,51,28,20540,עליה,,επ' αυτην [28.28]
Jer,51,28,20541,גוים,,εθνη [28.28]
Jer,51,28,20542,את מלכי,,τον βασιλεα [28.28]
Jer,51,28,20543,מדי,,των μηδων [28.28]
Jer,51,28,20544,•^[Element 'added' in the Greek (plus in the LXX).],,και πασης [28.28]
Jer,51,28,20545,•^[Element 'added' in the Greek (plus in the LXX).],,της γης [28.28]
Jer,51,28,20546,את פחותיה,,τους ηγουμενους αυτου [28.28]
Jer,51,28,20547,ואת כל,,και παντας [28.28]
Jer,51,28,20548,סגניה,,τους στρατηγους αυτου [28.28]
Jer,51,28,20549,ואת כל,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [28.28]
Jer,51,28,20550,ארץ,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [28.28]
Jer,51,28,20551,ממשלתו,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [28.28]
Jer,51,29,20552,ותרעש,,εσεισθη [28.29]
Jer,51,29,20553,הארץ,,η γη [28.29]
Jer,51,29,20554,ותחל •^[Etymological exegesis.] חלה,,και επονεσεν [28.29]
Jer,51,29,20555,כי,,διοτι [28.29]
Jer,51,29,20556,קמה,,εξανεστη [28.29]
Jer,51,29,20557,על,,επι [28.29]
Jer,51,29,20558,בבל,,βαβυλωνα [28.29]
Jer,51,29,20559,מחשבות,,λογισμος [28.29]
Jer,51,29,20560,יהוה,,κυριου [28.29]
Jer,51,29,20561,לשום,,του θειναι [28.29]
Jer,51,29,20562,את ארץ,,την γην [28.29]
Jer,51,29,20563,בבל,,βαβυλωνος [28.29]
Jer,51,29,20564,לשמה,,εις αφανισμον [28.29]
Jer,51,29,20565,מאין,,και μη [28.29]
Jer,51,29,20566,יושב,,κατοικεισθαι [28.29]
Jer,51,29,20567,•^[Element 'added' in the Greek (plus in the LXX).],,αυτην [28.29]
Jer,51,30,20568,חדלו,,εξελιπεν [28.30]
Jer,51,30,20569,גבורי,,μαχητης [28.30]
Jer,51,30,20570,בבל,,βαβυλωνος [28.30]
Jer,51,30,20571,להלחם,,του πολεμειν [28.30]
Jer,51,30,20572,ישבו,,καθησονται [28.30]
Jer,51,30,20573,•^[Element 'added' in the Greek (plus in the LXX).],,εκει [28.30]
Jer,51,30,20574,במצדות,,εν περιοχη [28.30]
Jer,51,30,20575,נשתה,,εθραυσθη [28.30]
Jer,51,30,20576,גבורתם,,η δυναστεια αυτων [28.30]
Jer,51,30,20577,היו,,εγενηθησαν [28.30]
Jer,51,30,20578,לנשים •^[Difference in preposition or particle.],,ωσει γυναικες [28.30]
Jer,51,30,20579,הציתו •^[Change from active to passive form in verbs.],,ενεπυρισθη [28.30]
Jer,51,30,20580,משכנתיה,,τα σκηνωματα αυτης [28.30]
Jer,51,30,20581,נשברו,,συνετριβησαν [28.30]
Jer,51,30,20582,בריחיה,,οι μοχλοι αυτης [28.30]
Jer,51,31,20583,רץ,,διωκων [28.31]
Jer,51,31,20584,לקראת,,εις απαντησιν [28.31]
Jer,51,31,20585,רץ,,διωκοντος [28.31]
Jer,51,31,20586,ירוץ,,διωξεται [28.31]
Jer,51,31,20587,ומגיד,,και αναγγελλων [28.31]
Jer,51,31,20588,לקראת,,εις απαντησιν [28.31]
Jer,51,31,20589,מגיד,,αναγγελλοντος [28.31]
Jer,51,31,20590,להגיד,,του αναγγειλαι [28.31]
Jer,51,31,20591,למלך,,τω βασιλει [28.31]
Jer,51,31,20592,בבל,,βαβυλωνος [28.31]
Jer,51,31,20593,כי,,οτι [28.31]
Jer,51,31,20594,נלכדה,,εαλωκεν [28.31]
Jer,51,31,20595,עירו,,η πολις αυτου [28.31]
Jer,51,31,20596,מקצה,,απ' εσχατου [28.32]
Jer,51,32,20597,והמעברות,,των διαβασεων αυτου [28.32]
Jer,51,32,20598,נתפשו,,ελημφθησαν [28.32]
Jer,51,32,20599,ואת האגמים,,και τα συστεματα αυτων [28.32]
Jer,51,32,20600,שרפו •^[Change from active to passive form in verbs.],,ενεπρησαν [28.32]
Jer,51,32,20601,באש,,εν πυρι [28.32]
Jer,51,32,20602,ואנשי,,και ανδρες αυτου [28.32]
Jer,51,32,20603,המלחמה,,οι πολεμισται [28.32]
Jer,51,32,20604,נבהלו,,εξερχονται [28.32]
Jer,51,33,20605,כי,,διοτι [28.33]
Jer,51,33,20606,כה,,ταδε [28.33]
Jer,51,33,20607,אמר,,λεγει [28.33]
Jer,51,33,20608,יהוה,,κυριος [28.33]
Jer,51,33,20609,צבאות,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [28.33]
Jer,51,33,20610,אלהי,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [28.33]
Jer,51,33,20611,ישראל,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [28.33]
Jer,51,33,20612,בת,בתי,οικοι [28.33]
Jer,51,33,20613,•^[Element 'added' in the Greek (plus in the LXX).],,βασιλεως [28.33]
Jer,51,33,20614,בבל,,βαβυλωνος [28.33]
Jer,51,33,20615,כגרן,,ως αλων [28.33]
Jer,51,33,20616,עת,,ωριμος [28.33]
Jer,51,33,20617,הדריכה •^[Change from active to passive form in verbs.],,αλοηθησονται [28.33]
Jer,51,33,20618,עוד,,ετι [28.33]
Jer,51,33,20619,מעט,,μικρον [28.33]
Jer,51,33,20620,ובאה,,και ηξει [28.33]
Jer,51,33,20621,עת,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [28.33]
Jer,51,33,20622,הקציר,,ο αμητος [28.33]
Jer,51,33,20623,לה,,αυτης [28.33]
Jer,51,34,20624,*אכלנו **אכלני •^[Agreement of LXX with qere.],,κατεφαγεν με [28.34]
Jer,51,34,20625,*הממנו **הממני •^[Agreement of LXX with qere.],,εμερισατο με [28.34]
Jer,51,34,20626,נבוכדראצר,,•^[Equivalent of the Hebrew or Greek word(s) occurring elsewhere in the verse or context (transposition).] [28.34]
Jer,51,34,20627,מלך,,•^[Equivalent of the Hebrew or Greek word(s) occurring elsewhere in the verse or context (transposition).] [28.34]
Jer,51,34,20628,בבל,,•^[Equivalent of the Hebrew or Greek word(s) occurring elsewhere in the verse or context (transposition).] [28.34]
Jer,51,34,20629,*הציגנו **הציגני •^[Agreement of LXX with qere.],,κατελαβεν με [28.34]
Jer,51,34,20630,כלי,,σκευος [28.34]
Jer,51,34,20631,ריק,,λεπτον [28.34]
Jer,51,34,20632,•^[Equivalent of the Hebrew or Greek word(s) occurring elsewhere in the verse or context (transposition).],נבוכדראצר,ναβουχοδονοσορ [28.34]
Jer,51,34,20633,•^[Equivalent of the Hebrew or Greek word(s) occurring elsewhere in the verse or context (transposition).],מלך,βασιλευς [28.34]
Jer,51,34,20634,•^[Equivalent of the Hebrew or Greek word(s) occurring elsewhere in the verse or context (transposition).],בבל,βαβυλωνος [28.34]
Jer,51,34,20635,*בלענו **בלעני •^[Agreement of LXX with qere.],,κατεπιεν με [28.34]
Jer,51,34,20636,כתנין,,ως δρακων [28.34]
Jer,51,34,20637,מלא,,επλησεν [28.34]
Jer,51,34,20638,כרשו,,την κοιλιαν αυτου [28.34]
Jer,51,34,20639,מעדני,,απο της τρυφης μου [28.34]
Jer,51,34,20640,*הדיחנו **הדיחני •^[Agreement of LXX with qere.],,εξωσεν με [28.34]
Jer,51,35,20641,חמסי,,οι μοχθοι μου [28.35]
Jer,51,35,20642,ושארי,"ושברי,ושודי •^[Long line continuing in next one, placed both at the end of the line running over and at the beginning of the following line in the opposite column.]",και αι ταλαιπωριαι μου [28.35]
Jer,51,35,20643,".אb .אw •^[Interchange of consonants between MT and the presumed Hebrew parent text of the LXX (interchange of R/D, etc.)]",,"•^[Long line continuing in next one, placed both at the end of the line running over and at the beginning of the following line in the opposite column.]"
Jer,51,35,20644,על,,εις [28.35]
Jer,51,35,20645,בבל,,βαβυλωνα [28.35]
Jer,51,35,20646,תאמר,,ερει [28.35]
Jer,51,35,20647,ישבת,,κατοικουσα [28.35]
Jer,51,35,20648,ציון,,σιων [28.35]
Jer,51,35,20649,ודמי,,και το αιμα μου [28.35]
Jer,51,35,20650,אל,,επι [28.35]
Jer,51,35,20651,ישבי,,τους κατοικουντας [28.35]
Jer,51,35,20652,כשדים,,χαλδαιους [28.35]
Jer,51,35,20653,תאמר,,ερει [28.35]
Jer,51,35,20654,ירושלם,,ιερουσαλημ [28.35]
Jer,51,36,20655,לכן,,δια τουτο [28.36]
Jer,51,36,20656,כה,,ταδε [28.36]
Jer,51,36,20657,אמר,,λεγει [28.36]
Jer,51,36,20658,יהוה,,κυριος [28.36]
Jer,51,36,20659,הנני,,ιδου εγω [28.36]
Jer,51,36,20660,רב,,κρινω [28.36]
Jer,51,36,20661,את ריבך,,την αντιδικον σου [28.36]
Jer,51,36,20662,ונקמתי,,και εκδικησω [28.36]
Jer,51,36,20663,את נקמתך,,την εκδικησιν σου [28.36]
Jer,51,36,20664,והחרבתי,,και ερημωσω [28.36]
Jer,51,36,20665,את ימה,,την θαλασσαν αυτης [28.36]
Jer,51,36,20666,והבשתי,,και ξηρανω [28.36]
Jer,51,36,20667,את מקורה,,την πηγην αυτης [28.36]
Jer,51,37,20668,והיתה,,και εσται [28.37]
Jer,51,37,20669,בבל,,βαβυλων [28.37]
Jer,51,37,20670,לגלים,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [28.37]
Jer,51,37,20671,מעון,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [28.37]
Jer,51,37,20672,תנים,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [28.37]
Jer,51,37,20673,שמה •^[Addition of preposition or particle.],,εις αφανισμον [28.37]
Jer,51,37,20674,ושרקה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [28.37]
Jer,51,37,20675,מאין,,και ου [28.37]
Jer,51,37,20676,יושב,,κατοικηθησεται [28.37]
Jer,51,38,20677,יחדו,,αμα [28.38]
Jer,51,38,20678,ככפרים,,ως λεοντες [28.38]
Jer,51,38,20679,ישאגו,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [28.38]
Jer,51,38,20680,נערו •^[Difference in vocalization (reading).],,εξηγερθησαν [28.38]
Jer,51,38,20681,כגורי,,και ως σκυμνοι [28.38]
Jer,51,38,20682,אריות,,λεοντων [28.38]
Jer,51,39,20683,בחמם,,εν τη θερμασια αυτων [28.39]
Jer,51,39,20684,אשית,,δωσω [28.39]
Jer,51,39,20685,את משתיהם,,ποτημα αυτοις [28.39]
Jer,51,39,20686,והשכרתים,,και μεθυσω αυτους [28.39]
Jer,51,39,20687,למען,,οπως [28.39]
Jer,51,39,20688,יעלזו,,καρωθωσιν [28.39]
Jer,51,39,20689,וישנו,,και υπνωσωσιν [28.39]
Jer,51,39,20690,שנת,,υπνον [28.39]
Jer,51,39,20691,עולם,,αιωνιον [28.39]
Jer,51,39,20692,ולא,,και ου μη [28.39]
Jer,51,39,20693,יקיצו,,εγερθωσι [28.39]
Jer,51,39,20694,נאם,,λεγει [28.39]
Jer,51,39,20695,יהוה,,κυριος [28.39]
Jer,51,40,20696,אורידם,,καταβιβασω αυτους [28.40]
Jer,51,40,20697,ככרים,,ως αρνας [28.40]
Jer,51,40,20698,לטבוח,,εις σφαγην [28.40]
Jer,51,40,20699,כאילים,,και ως κριους [28.40]
Jer,51,40,20700,עם,,μετ' [28.40]
Jer,51,40,20701,עתודים,,εριφων [28.40]
Jer,51,41,20702,איך,,πως [28.41]
Jer,51,41,20703,נלכדה,,εαλω [28.41]
Jer,51,41,20704,ששך,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [28.41]
Jer,51,41,20705,ותתפש,,και εθηρευθη [28.41]
Jer,51,41,20706,תהלת,,το καυχημα [28.41]
Jer,51,41,20707,כל,,πασης [28.41]
Jer,51,41,20708,הארץ,,της γης [28.41]
Jer,51,41,20709,איך,,πως [28.41]
Jer,51,41,20710,היתה,,εγενετο [28.41]
Jer,51,41,20711,לשמה,בבל,βαβυλων [28.41]
Jer,51,41,20712,בבל,לשמה,εις αφανισμον [28.41]
Jer,51,41,20713,בגוים,,εν τοις εθνεσιν [28.41]
Jer,51,42,20714,עלה,,ανεβη [28.42]
Jer,51,42,20715,על,,επι [28.42]
Jer,51,42,20716,בבל,,βαβυλωνα [28.42]
Jer,51,42,20717,הים,,η θαλασσα [28.42]
Jer,51,42,20718,בהמון,,εν ηχω [28.42]
Jer,51,42,20719,גליו,,κυματων αυτης [28.42]
Jer,51,42,20720,נכסתה,,και κατεκαλυφθη [28.42]
Jer,51,43,20721,היו,,εγενηθησαν [28.43]
Jer,51,43,20722,עריה,,αι πολεις αυτης [28.43]
Jer,51,43,20723,לשמה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [28.43]
Jer,51,43,20724,ארץ,,γη [28.43]
Jer,51,43,20725,ציה,,ανυδρος [28.43]
Jer,51,43,20726,וערבה,,και αβατος [28.43]
Jer,51,43,20727,ארץ,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [28.43]
Jer,51,43,20728,לא,,ου [28.43]
Jer,51,43,20729,ישב,,κατοικησει [28.43]
Jer,51,43,20730,בהן,,εν αυτη [28.43]
Jer,51,43,20731,כל,,ουδε [28.43]
Jer,51,43,20732,איש,,εις [28.43]
Jer,51,43,20733,ולא,,ουδε μη [28.43]
Jer,51,43,20734,יעבר,,καταλυση [28.43]
Jer,51,43,20735,בהן,,εν αυτη [28.43]
Jer,51,43,20736,בן,,υιος [28.43]
Jer,51,43,20737,אדם,,ανθρωπου [28.43]
Jer,51,44,20738,ופקדתי,,και εκδικησω [28.44]
Jer,51,44,20739,על,,επι [28.44]
Jer,51,44,20740,בל,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [28.44]
Jer,51,44,20741,בבבל,,βαβυλωνα [28.44]
Jer,51,44,20742,והצאתי,,και εξοισω [28.44]
Jer,51,44,20743,את בלעו,,α κατεπιεν [28.44]
Jer,51,44,20744,מפיו,,εκ του στοματος αυτης [28.44]
Jer,51,44,20745,ולא,,και ου μη [28.44]
Jer,51,44,20746,ינהרו,,συναχθωσιν [28.44]
Jer,51,44,20747,אליו,,προς αυτην [28.44]
Jer,51,44,20748,עוד,,ετι [28.44]
Jer,51,44,20749,גוים,,τα εθνη [28.44]
Jer,51,44,20750,גם,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.44]
Jer,51,44,20751,חומת,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.44]
Jer,51,44,20752,בבל,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.44]
Jer,51,44,20753,נפלה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.44]
Jer,51,45,20754,צאו,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.45]
Jer,51,45,20755,מתוכה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.45]
Jer,51,45,20756,עמי,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.45]
Jer,51,45,20757,ומלטו,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.45]
Jer,51,45,20758,איש,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.45]
Jer,51,45,20759,את נפשו,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.45]
Jer,51,45,20760,מחרון,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.45]
Jer,51,45,20761,אף,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.45]
Jer,51,45,20762,יהוה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.45]
Jer,51,46,20763,ופן,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.46]
Jer,51,46,20764,ירך,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.46]
Jer,51,46,20765,לבבכם,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.46]
Jer,51,46,20766,ותיראו,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.46]
Jer,51,46,20767,בשמועה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.46]
Jer,51,46,20768,הנשמעת,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.46]
Jer,51,46,20769,בארץ,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.46]
Jer,51,46,20770,ובא,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.46]
Jer,51,46,20771,בשנה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.46]
Jer,51,46,20772,השמועה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.46]
Jer,51,46,20773,ואחריו,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.46]
Jer,51,46,20774,בשנה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.46]
Jer,51,46,20775,השמועה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.46]
Jer,51,46,20776,וחמס,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.46]
Jer,51,46,20777,בארץ,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.46]
Jer,51,46,20778,ומשל,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.46]
Jer,51,46,20779,על,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.46]
Jer,51,46,20780,משל,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.46]
Jer,51,47,20781,לכן,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.47]
Jer,51,47,20782,הנה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.47]
Jer,51,47,20783,ימים,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.47]
Jer,51,47,20784,באים,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.47]
Jer,51,47,20785,ופקדתי,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.47]
Jer,51,47,20786,על,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.47]
Jer,51,47,20787,פסילי,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.47]
Jer,51,47,20788,בבל,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.47]
Jer,51,47,20789,וכל,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.47]
Jer,51,47,20790,ארצה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.47]
Jer,51,47,20791,תבוש,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.47]
Jer,51,47,20792,וכל,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.47]
Jer,51,47,20793,חלליה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.47]
Jer,51,47,20794,יפלו,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.47]
Jer,51,47,20795,בתוכה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.47]
Jer,51,48,20796,ורננו,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.48]
Jer,51,48,20797,על,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.48]
Jer,51,48,20798,בבל,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.48]
Jer,51,48,20799,שמים,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.48]
Jer,51,48,20800,וארץ,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.48]
Jer,51,48,20801,וכל,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.48]
Jer,51,48,20802,אשר,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.48]
Jer,51,48,20803,בהם,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.48]
Jer,51,48,20804,כי,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.48]
Jer,51,48,20805,מצפון,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.48]
Jer,51,48,20806,יבוא,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.48]
Jer,51,48,20807,לה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.48]
Jer,51,48,20808,השודדים,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.48]
Jer,51,48,20809,נאם,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.48]
Jer,51,48,20810,יהוה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.48]
Jer,51,49,20811,גם,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.49]
Jer,51,49,20812,בבל,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.49]
Jer,51,49,20813,לנפל,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.49]
Jer,51,49,20814,חללי,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.49]
Jer,51,49,20815,ישראל,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [28.49]
Jer,51,49,20816,גם,,και [28.49]
Jer,51,49,20817,לבבל,,εν βαβυλωνι [28.49]
Jer,51,49,20818,נפלו,,πεσουνται [28.49]
Jer,51,49,20819,חללי,,τραυματιαι [28.49]
Jer,51,49,20820,כל,,πασης [28.49]
Jer,51,49,20821,הארץ,,της γης [28.49]
Jer,51,50,20822,פלטים,,ανασωζομενοι [28.50]
Jer,51,50,20823,מחרב,מארץ,εκ γης [28.50]
Jer,51,50,20824,הלכו,,πορευεσθε [28.50]
Jer,51,50,20825,אל,,και μη [28.50]
Jer,51,50,20826,תעמדו,,ιστασθε [28.50]
